y_real,y_pred
0.49000000953674316,0.406734436750412
-0.699999988079071,-0.6445556879043579
0.09000000357627869,-0.01056729257106781
-0.4000000059604645,-0.3865479528903961
0.25,0.02874469757080078
-0.05000000074505806,-0.09752930700778961
-1.190000057220459,-1.1474435329437256
0.05000000074505806,0.026463329792022705
0.41999998688697815,0.411472886800766
0.4000000059604645,0.3262800872325897
0.0,-0.0889066755771637
-0.4699999988079071,-0.22256484627723694
-0.019999999552965164,-0.19611085951328278
0.05999999865889549,-0.054620012640953064
-0.12999999523162842,-0.1823519766330719
0.1899999976158142,0.15858304500579834
-0.8100000023841858,-0.5949564576148987
-0.3700000047683716,-0.11625170707702637
-0.3100000023841858,-0.2442721724510193
-0.25999999046325684,-0.2137223780155182
0.07000000029802322,0.06521835923194885
-0.46000000834465027,-0.4435208737850189
-0.4399999976158142,-0.28591033816337585
-0.029999999329447746,-0.025279194116592407
0.5600000023841858,0.42779597640037537
0.2800000011920929,0.17412278056144714
-0.03999999910593033,-0.06938573718070984
0.03999999910593033,-0.15374383330345154
0.38999998569488525,0.5544426441192627
-0.5299999713897705,-0.41681474447250366
0.07000000029802322,0.01435825228691101
-0.5,-0.26672065258026123
-0.8299999833106995,-0.5916432738304138
0.800000011920929,0.7107729911804199
0.33000001311302185,0.2717039883136749
-0.7599999904632568,-0.4840127229690552
-0.23000000417232513,-0.04929335415363312
0.1599999964237213,0.13069215416908264
0.6399999856948853,0.8175041675567627
-0.5199999809265137,-0.46466830372810364
-0.800000011920929,-0.6115986108779907
0.17000000178813934,0.09636598825454712
0.14000000059604645,0.23374202847480774
0.33000001311302185,0.33191245794296265
-1.2100000381469727,-1.147615671157837
0.5600000023841858,0.6309515237808228
0.4099999964237213,0.4796469509601593
0.800000011920929,0.9440059661865234
0.30000001192092896,0.32574644684791565
0.4300000071525574,0.6193761825561523
0.6000000238418579,0.5901397466659546
-0.10000000149011612,-0.02917689085006714
-0.2800000011920929,-0.15987607836723328
0.38999998569488525,0.377415269613266
0.05999999865889549,-0.000249713659286499
-0.3499999940395355,-0.25345349311828613
0.10000000149011612,0.08262822031974792
-0.4300000071525574,-0.19665832817554474
0.09000000357627869,0.029641926288604736
0.15000000596046448,-0.048582375049591064
0.33000001311302185,0.18961802124977112
0.1599999964237213,0.11280882358551025
-0.5099999904632568,-0.4891686737537384
-0.11999999731779099,-0.010982155799865723
